month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2021/04/01 04:00:00+00,Total,30,Ferry,8679,289,3075
2021/04/01 04:00:00+00,Total,30,The RIDE,62512,2084,3076
2021/05/01 04:00:00+00,Sunday,5,Heavy Rail,469284,93857,3077
2021/06/01 04:00:00+00,Sunday,4,Heavy Rail,448954,112238,3078
2021/11/01 04:00:00+00,Sunday,4,Private Bus,2430,608,3079
2021/05/01 04:00:00+00,Sunday,5,Green Line,167603,33521,3080
2021/07/01 04:00:00+00,Sunday,4,Red Line,206762,51690,3081
2021/06/01 04:00:00+00,Sunday,4,Green Line,157214,39304,3082
2021/09/01 04:00:00+00,Sunday,4,Green Line,274783,68696,3083
2021/11/01 04:00:00+00,Sunday,4,All Bus,455244,113811,3084
2021/05/01 04:00:00+00,Sunday,5,Light Rail,167603,33521,3085
2021/07/01 04:00:00+00,Sunday,4,Heavy Rail,457128,114282,3086
2021/06/01 04:00:00+00,Sunday,4,Light Rail,157214,39304,3087
2021/09/01 04:00:00+00,Sunday,4,Light Rail,274783,68696,3088
2021/11/01 04:00:00+00,Sunday,4,Commuter Rail,83975,20994,3089
2021/05/01 04:00:00+00,Sunday,5,Silver Line,65582,13116,3090
2021/07/01 04:00:00+00,Sunday,4,Green Line,179820,44955,3091
2021/06/01 04:00:00+00,Sunday,4,Silver Line,49236,12309,3092
2021/09/01 04:00:00+00,Sunday,4,Silver Line,66938,16734,3093
2021/11/01 04:00:00+00,Sunday,4,The RIDE,5268,1317,3094
2021/05/01 04:00:00+00,Sunday,5,Bus,445102,89020,3095
2021/07/01 04:00:00+00,Sunday,4,Light Rail,179820,44955,3096
2021/06/01 04:00:00+00,Sunday,4,Bus,326992,81748,3097
2021/09/01 04:00:00+00,Sunday,4,Bus,352179,88045,3098
2021/11/01 04:00:00+00,Total,30,Blue Line,1023665,34122,3099
2021/05/01 04:00:00+00,Sunday,5,Private Bus,3135,627,3100
2021/07/01 04:00:00+00,Sunday,4,Silver Line,64429,16107,3101
2021/06/01 04:00:00+00,Sunday,4,Private Bus,2342,586,3102
2021/09/01 04:00:00+00,Sunday,4,Private Bus,2993,748,3103
2021/11/01 04:00:00+00,Total,30,Orange Line,2695651,89855,3104
2021/05/01 04:00:00+00,Sunday,5,All Bus,513819,102764,3105
2021/07/01 04:00:00+00,Sunday,4,Bus,389854,97464,3106
2021/06/01 04:00:00+00,Sunday,4,All Bus,378570,94642,3107
2021/09/01 04:00:00+00,Sunday,4,All Bus,422110,105528,3108
2021/11/01 04:00:00+00,Total,30,Red Line,3063867,102129,3109
2021/05/01 04:00:00+00,Sunday,5,Commuter Rail,25008,5002,3110
2021/07/01 04:00:00+00,Sunday,4,Private Bus,2756,689,3111
2021/06/01 04:00:00+00,Sunday,4,Commuter Rail,31557,7889,3112
2021/09/01 04:00:00+00,Sunday,4,Commuter Rail,70885,17721,3113
2021/11/01 04:00:00+00,Total,30,Heavy Rail,6783184,226106,3114
2021/05/01 04:00:00+00,Total,31,Blue Line,816744,26347,3115
2021/07/01 04:00:00+00,Sunday,4,All Bus,457039,114260,3116
2021/06/01 04:00:00+00,Total,30,Blue Line,919406,30647,3117
2021/09/01 04:00:00+00,Total,30,Blue Line,1122408,37414,3118
2021/11/01 04:00:00+00,Total,30,Green Line,2698728,89958,3119
2021/05/01 04:00:00+00,Total,31,Orange Line,1775222,57265,3120
2021/07/01 04:00:00+00,Sunday,4,Commuter Rail,50463,12616,3121
2021/06/01 04:00:00+00,Total,30,Orange Line,1995451,66515,3122
2021/09/01 04:00:00+00,Total,30,Orange Line,2737988,91266,3123
2021/11/01 04:00:00+00,Total,30,Light Rail,2698728,89958,3124
2021/05/01 04:00:00+00,Total,31,Red Line,2084202,67232,3125
2021/07/01 04:00:00+00,Total,31,Blue Line,987719,31862,3126
2021/06/01 04:00:00+00,Total,30,Red Line,2420917,80697,3127
2021/09/01 04:00:00+00,Total,30,Red Line,3403839,113461,3128
2021/11/01 04:00:00+00,Total,30,Silver Line,611697,20390,3129
2021/05/01 04:00:00+00,Total,31,Heavy Rail,4676168,150844,3130
2021/07/01 04:00:00+00,Total,31,Orange Line,2233289,72042,3131
2021/06/01 04:00:00+00,Total,30,Heavy Rail,5335774,177859,3132
2021/09/01 04:00:00+00,Total,30,Heavy Rail,7264235,242141,3133
2021/11/01 04:00:00+00,Total,30,Bus,5761440,192048,3134
2021/05/01 04:00:00+00,Total,31,Green Line,1516471,48918,3135
2021/07/01 04:00:00+00,Total,31,Red Line,2692995,86871,3136
2021/06/01 04:00:00+00,Total,30,Green Line,1724877,57496,3137
2021/09/01 04:00:00+00,Total,30,Green Line,3000467,100016,3138
2021/11/01 04:00:00+00,Total,30,Trackless Trolley,116249,3875,3139
2021/05/01 04:00:00+00,Total,31,Light Rail,1516471,48918,3140
2021/07/01 04:00:00+00,Total,31,Heavy Rail,5914003,190774,3141
2021/06/01 04:00:00+00,Total,30,Light Rail,1724877,57496,3142
2021/09/01 04:00:00+00,Total,30,Light Rail,3000467,100016,3143
2021/11/01 04:00:00+00,Total,30,Private Bus,42462,1415,3144
2021/05/01 04:00:00+00,Total,31,Silver Line,476610,15375,3145
2021/07/01 04:00:00+00,Total,31,Green Line,2228599,71890,3146
2021/06/01 04:00:00+00,Total,30,Silver Line,526528,17551,3147
2021/09/01 04:00:00+00,Total,30,Silver Line,628547,20952,3148
2021/11/01 04:00:00+00,Total,30,All Bus,6531848,217728,3149
2021/05/01 04:00:00+00,Total,31,Bus,4545834,146640,3150
2021/07/01 04:00:00+00,Total,31,Light Rail,2228599,71890,3151
2021/06/01 04:00:00+00,Total,30,Bus,4855997,161867,3152
2021/06/01 04:00:00+00,Total,30,Trackless Trolley,98368,3279,3153
2021/06/01 04:00:00+00,Total,30,Private Bus,38644,1288,3154
2021/06/01 04:00:00+00,Total,30,All Bus,5519538,183985,3155
2021/06/01 04:00:00+00,Total,30,Commuter Rail,682581,22753,3156
2021/06/01 04:00:00+00,Total,30,Ferry,50814,1694,3157
2021/06/01 04:00:00+00,Total,30,The RIDE,68711,2290,3158
2021/05/01 04:00:00+00,Weekday,20,Blue Line,590264,29513,3159
2021/05/01 04:00:00+00,Weekday,20,Orange Line,1318475,65924,3160
2021/11/01 04:00:00+00,Total,30,Commuter Rail,1316818,43894,3161
2021/09/01 04:00:00+00,Total,30,Bus,5907005,196900,3162
2021/05/01 04:00:00+00,Total,31,Trackless Trolley,90322,2914,3163
2021/11/01 04:00:00+00,Total,30,Ferry,40721,1357,3164
2021/07/01 04:00:00+00,Total,31,Silver Line,576309,18591,3165
2021/09/01 04:00:00+00,Total,30,Trackless Trolley,119462,3982,3166
2021/05/01 04:00:00+00,Total,31,Private Bus,36157,1166,3167
2021/11/01 04:00:00+00,Total,30,The RIDE,74533,2484,3168
2021/07/01 04:00:00+00,Total,31,Bus,4905539,158243,3169
2021/09/01 04:00:00+00,Total,30,Private Bus,43192,1440,3170
2021/05/01 04:00:00+00,Total,31,All Bus,5148923,166094,3171
2021/10/01 04:00:00+00,Weekday,21,Blue Line,876422,41734,3172
2021/07/01 04:00:00+00,Total,31,Trackless Trolley,99801,3219,3173
2021/09/01 04:00:00+00,Total,30,All Bus,6698206,223274,3174
2021/05/01 04:00:00+00,Total,31,Commuter Rail,538070,17357,3175
2021/10/01 04:00:00+00,Weekday,21,Orange Line,2246083,106956,3176
2021/07/01 04:00:00+00,Total,31,Private Bus,39498,1274,3177
2021/09/01 04:00:00+00,Total,30,Commuter Rail,1135782,37859,3178
2021/05/01 04:00:00+00,Total,31,Ferry,13076,422,3179
2021/10/01 04:00:00+00,Weekday,21,Red Line,2676646,127459,3180
2021/07/01 04:00:00+00,Total,31,All Bus,5621146,181327,3181
2021/09/01 04:00:00+00,Total,30,Ferry,51686,1723,3182
2021/05/01 04:00:00+00,Total,31,The RIDE,64259,2073,3183
2021/10/01 04:00:00+00,Weekday,21,Heavy Rail,5799151,276150,3184
2021/07/01 04:00:00+00,Total,31,Commuter Rail,771532,24888,3185
2021/09/01 04:00:00+00,Total,30,The RIDE,75787,2526,3186
2021/04/01 04:00:00+00,Weekday,22,Blue Line,584176,26553,3187
2021/10/01 04:00:00+00,Weekday,21,Green Line,2284689,108795,3188
2021/07/01 04:00:00+00,Total,31,Ferry,68016,2194,3189
2021/08/01 04:00:00+00,Weekday,22,Blue Line,791034,35956,3190
2021/10/01 04:00:00+00,Weekday,21,Light Rail,2284689,108795,3191
2021/07/01 04:00:00+00,Total,31,The RIDE,67121,2165,3192
2021/08/01 04:00:00+00,Weekday,22,Orange Line,1872653,85121,3193
2021/10/01 04:00:00+00,Weekday,21,Silver Line,505493,24071,3194
2021/06/01 04:00:00+00,Weekday,22,Blue Line,722199,32827,3195
2021/08/01 04:00:00+00,Weekday,22,Red Line,2253065,102412,3196
2021/06/01 04:00:00+00,Weekday,22,Orange Line,1612670,73303,3197
2021/08/01 04:00:00+00,Weekday,22,Heavy Rail,4916752,223489,3198
2021/06/01 04:00:00+00,Weekday,22,Red Line,1946359,88471,3199
2021/08/01 04:00:00+00,Weekday,22,Green Line,1812627,82392,3200
2020/11/01 04:00:00+00,Total,30,All Bus,4185039,139501,3201
2020/11/01 04:00:00+00,Total,30,Commuter Rail,387367,12912,3202
2020/11/01 04:00:00+00,Total,30,Ferry,11275,376,3203
2020/11/01 04:00:00+00,Total,30,The RIDE,59815,1994,3204
2020/10/01 04:00:00+00,Weekday,22,Blue Line,538534,24479,3205
2020/10/01 04:00:00+00,Weekday,22,Orange Line,1235415,56155,3206
2020/10/01 04:00:00+00,Weekday,22,Red Line,1354516,61569,3207
2020/10/01 04:00:00+00,Weekday,22,Heavy Rail,3128465,142203,3208
2020/10/01 04:00:00+00,Weekday,22,Green Line,1024202,46555,3209
2020/10/01 04:00:00+00,Weekday,22,Light Rail,1024202,46555,3210
2020/10/01 04:00:00+00,Weekday,22,Silver Line,313542,14252,3211
2020/10/01 04:00:00+00,Weekday,22,Bus,3317220,150783,3212
2020/10/01 04:00:00+00,Weekday,22,Trackless Trolley,79841,3629,3213
2020/10/01 04:00:00+00,Weekday,22,Private Bus,40986,1863,3214
2020/10/01 04:00:00+00,Weekday,22,All Bus,3751589,170527,3215
2020/10/01 04:00:00+00,Weekday,22,Commuter Rail,346828,15765,3216
2020/10/01 04:00:00+00,Weekday,22,Ferry,12210,555,3217
2020/10/01 04:00:00+00,Weekday,22,The RIDE,47342,2152,3218
2020/10/01 04:00:00+00,Saturday,5,Blue Line,99845,19969,3219
2020/10/01 04:00:00+00,Saturday,5,Orange Line,213130,42626,3220
2020/10/01 04:00:00+00,Saturday,5,Red Line,235538,47108,3221
2020/10/01 04:00:00+00,Saturday,5,Heavy Rail,548513,109703,3222
2020/10/01 04:00:00+00,Saturday,5,Green Line,207587,41517,3223
2020/10/01 04:00:00+00,Saturday,5,Light Rail,207587,41517,3224
2020/10/01 04:00:00+00,Saturday,5,Silver Line,55000,11000,3225
2020/10/01 04:00:00+00,Saturday,5,Bus,532053,106411,3226
2020/10/01 04:00:00+00,Saturday,5,Trackless Trolley,11461,2292,3227
2020/10/01 04:00:00+00,Saturday,5,All Bus,598515,119703,3228
2020/10/01 04:00:00+00,Saturday,5,Commuter Rail,37427,7485,3229
2020/10/01 04:00:00+00,Saturday,5,The RIDE,6845,1369,3230
2020/10/01 04:00:00+00,Sunday,4,Blue Line,60650,15162,3231
2020/10/01 04:00:00+00,Sunday,4,Orange Line,125809,31452,3232
2020/10/01 04:00:00+00,Sunday,4,Red Line,139457,34864,3233
2020/10/01 04:00:00+00,Sunday,4,Heavy Rail,325916,81479,3234
2020/10/01 04:00:00+00,Sunday,4,Green Line,119155,29789,3235
2020/10/01 04:00:00+00,Sunday,4,Light Rail,119155,29789,3236
2020/10/01 04:00:00+00,Sunday,4,Silver Line,35429,8857,3237
2020/10/01 04:00:00+00,Sunday,4,Bus,275763,68941,3238
2020/10/01 04:00:00+00,Sunday,4,All Bus,311192,77798,3239
2020/10/01 04:00:00+00,Sunday,4,Commuter Rail,23992,5998,3240
2020/10/01 04:00:00+00,Sunday,4,The RIDE,3696,924,3241
2020/10/01 04:00:00+00,Total,31,Blue Line,699029,22549,3242
2020/10/01 04:00:00+00,Total,31,Orange Line,1574354,50786,3243
2021/03/01 05:00:00+00,Weekday,23,Blue Line,559731,24336,3244
2020/10/01 04:00:00+00,Total,31,Private Bus,39121,1262,3245
2021/01/01 05:00:00+00,Total,31,Commuter Rail,255946,8256,3246
2021/03/01 05:00:00+00,Total,31,The RIDE,63048,2034,3247
2020/10/01 04:00:00+00,Total,31,Red Line,1729511,55791,3248
2020/10/01 04:00:00+00,Total,31,Heavy Rail,4002894,129126,3249
2020/10/01 04:00:00+00,Total,31,Green Line,1350943,43579,3250
2020/10/01 04:00:00+00,Total,31,Light Rail,1350943,43579,3251
2020/10/01 04:00:00+00,Total,31,Silver Line,403971,13031,3252
2020/10/01 04:00:00+00,Total,31,Bus,4125036,133066,3253
2020/10/01 04:00:00+00,Total,31,Trackless Trolley,91303,2945,3254
2021/02/01 05:00:00+00,Total,28,Ferry,4074,146,3255
2020/09/01 04:00:00+00,Total,30,Trackless Trolley,83489,2783,3256
2020/12/01 05:00:00+00,Total,31,Commuter Rail,327341,10559,3257
2021/02/01 05:00:00+00,Weekday,19,Blue Line,419302,22069,3258
2021/01/01 05:00:00+00,Total,31,Ferry,6264,202,3259
2020/12/01 05:00:00+00,Total,31,Ferry,7872,254,3260
2020/10/01 04:00:00+00,Total,31,All Bus,4659430,150304,3261
2021/02/01 05:00:00+00,Total,28,The RIDE,48317,1726,3262
2020/09/01 04:00:00+00,Total,30,Private Bus,38059,1269,3263
2021/03/01 05:00:00+00,Weekday,23,Orange Line,1203963,52346,3264
2021/02/01 05:00:00+00,Weekday,19,Orange Line,949242,49960,3265
2021/01/01 05:00:00+00,Total,31,The RIDE,51681,1667,3266
2020/12/01 05:00:00+00,Total,31,The RIDE,59636,1924,3267
2020/10/01 04:00:00+00,Total,31,Commuter Rail,408247,13169,3268
2021/01/01 05:00:00+00,Weekday,19,Blue Line,400315,21069,3269
2020/09/01 04:00:00+00,Total,30,All Bus,4523786,150793,3270
2021/03/01 05:00:00+00,Weekday,23,Red Line,1401101,60917,3271
2021/02/01 05:00:00+00,Weekday,19,Red Line,1054916,55522,3272
2020/12/01 05:00:00+00,Weekday,22,Blue Line,451335,20515,3273
2020/11/01 04:00:00+00,Weekday,20,Blue Line,456621,22831,3274
2020/10/01 04:00:00+00,Total,31,Ferry,12203,394,3275
2021/01/01 05:00:00+00,Weekday,19,Orange Line,900334,47386,3276
2020/09/01 04:00:00+00,Total,30,Commuter Rail,345989,11533,3277
2021/03/01 05:00:00+00,Weekday,23,Heavy Rail,3164795,137600,3278
2021/02/01 05:00:00+00,Weekday,19,Heavy Rail,2423459,127550,3279
2020/12/01 05:00:00+00,Weekday,22,Orange Line,1028409,46746,3280
2020/11/01 04:00:00+00,Weekday,20,Orange Line,1044079,52204,3281
2020/10/01 04:00:00+00,Total,31,The RIDE,64297,2074,3282
2021/01/01 05:00:00+00,Weekday,19,Red Line,1003252,52803,3283
2020/09/01 04:00:00+00,Total,30,Ferry,16534,551,3284
2021/03/01 05:00:00+00,Weekday,23,Green Line,1078637,46897,3285
2021/02/01 05:00:00+00,Weekday,19,Green Line,814216,42853,3286
2020/12/01 05:00:00+00,Weekday,22,Red Line,1143482,51976,3287
2020/11/01 04:00:00+00,Weekday,20,Red Line,1144846,57242,3288
2020/09/01 04:00:00+00,Weekday,21,Blue Line,534765,25465,3289
2021/01/01 05:00:00+00,Weekday,19,Heavy Rail,2303901,121258,3290
2020/09/01 04:00:00+00,Total,30,The RIDE,60279,2009,3291
2021/03/01 05:00:00+00,Weekday,23,Light Rail,1078637,46897,3292
2021/02/01 05:00:00+00,Weekday,19,Light Rail,814216,42853,3293
2020/12/01 05:00:00+00,Weekday,22,Heavy Rail,2623226,119238,3294
2020/11/01 04:00:00+00,Weekday,20,Heavy Rail,2645546,132277,3295
2020/09/01 04:00:00+00,Weekday,21,Orange Line,1180225,56201,3296
2021/01/01 05:00:00+00,Weekday,19,Green Line,733702,38616,3297
2020/08/01 04:00:00+00,Weekday,21,Blue Line,491557,23407,3298
2021/03/01 05:00:00+00,Weekday,23,Silver Line,328741,14293,3299
2021/02/01 05:00:00+00,Weekday,19,Silver Line,246434,12970,3300
2020/12/01 05:00:00+00,Weekday,22,Green Line,820629,37301,3301
2020/11/01 04:00:00+00,Weekday,20,Green Line,867656,43383,3302
2020/09/01 04:00:00+00,Weekday,21,Red Line,1288872,61375,3303
2021/01/01 05:00:00+00,Weekday,19,Light Rail,733702,38616,3304
2020/08/01 04:00:00+00,Weekday,21,Orange Line,1017020,48430,3305
2021/03/01 05:00:00+00,Weekday,23,Bus,3508582,152547,3306
2021/02/01 05:00:00+00,Weekday,19,Bus,2647925,139364,3307
2020/12/01 05:00:00+00,Weekday,22,Light Rail,820629,37301,3308
2020/11/01 04:00:00+00,Weekday,20,Light Rail,867656,43383,3309
2020/09/01 04:00:00+00,Weekday,21,Heavy Rail,3003862,143041,3310
2021/01/01 05:00:00+00,Weekday,19,Silver Line,240789,12673,3311
2020/08/01 04:00:00+00,Weekday,21,Red Line,1134155,54007,3312
2021/03/01 05:00:00+00,Weekday,23,Trackless Trolley,74522,3240,3313
2021/02/01 05:00:00+00,Weekday,19,Trackless Trolley,61061,3214,3314
2020/12/01 05:00:00+00,Weekday,22,Silver Line,292128,13279,3315
2020/11/01 04:00:00+00,Weekday,20,Silver Line,275619,13781,3316
2020/09/01 04:00:00+00,Weekday,21,Green Line,966037,46002,3317
2021/01/01 05:00:00+00,Weekday,19,Bus,2576787,135620,3318
2020/08/01 04:00:00+00,Weekday,21,Heavy Rail,2642732,125844,3319
2021/03/01 05:00:00+00,Weekday,23,Private Bus,29325,1275,3320
2021/02/01 05:00:00+00,Weekday,19,Private Bus,25186,1326,3321
2020/12/01 05:00:00+00,Weekday,22,Bus,3014925,137042,3322
2020/11/01 04:00:00+00,Weekday,20,Bus,2927925,146396,3323
2020/09/01 04:00:00+00,Weekday,21,Light Rail,966037,46002,3324
2021/01/01 05:00:00+00,Weekday,19,Trackless Trolley,61686,3247,3325
2020/08/01 04:00:00+00,Weekday,21,Green Line,749944,35712,3326
2021/03/01 05:00:00+00,Weekday,23,All Bus,3941170,171355,3327
2021/02/01 05:00:00+00,Weekday,19,All Bus,2980606,156874,3328
2020/12/01 05:00:00+00,Weekday,22,Trackless Trolley,68048,3093,3329
2020/11/01 04:00:00+00,Weekday,20,Trackless Trolley,70689,3534,3330
2020/09/01 04:00:00+00,Weekday,21,Silver Line,296861,14136,3331
2021/01/01 05:00:00+00,Weekday,19,Private Bus,24252,1276,3332
2020/08/01 04:00:00+00,Weekday,21,Light Rail,749944,35712,3333
2021/03/01 05:00:00+00,Weekday,23,Commuter Rail,311316,13535,3334
2021/02/01 05:00:00+00,Weekday,19,Commuter Rail,231936,12207,3335
2020/12/01 05:00:00+00,Weekday,22,Private Bus,44154,2007,3336
2020/11/01 04:00:00+00,Weekday,20,Private Bus,37800,1890,3337
2020/09/01 04:00:00+00,Weekday,21,Bus,3217411,153210,3338
2021/01/01 05:00:00+00,Weekday,19,All Bus,2903514,152817,3339
2020/08/01 04:00:00+00,Weekday,21,Silver Line,280178,13342,3340
2021/03/01 05:00:00+00,Weekday,23,Ferry,6920,301,3341
2021/02/01 05:00:00+00,Weekday,19,Ferry,4074,214,3342
2020/12/01 05:00:00+00,Weekday,22,All Bus,3419255,155421,3343
2020/09/01 04:00:00+00,Weekday,21,Trackless Trolley,73368,3494,3344
2020/11/01 04:00:00+00,Weekday,20,All Bus,3312033,165602,3345
2020/09/01 04:00:00+00,Weekday,21,Private Bus,31668,1508,3346
2021/01/01 05:00:00+00,Weekday,19,Commuter Rail,222252,11697,3347
2021/02/01 05:00:00+00,Weekday,19,The RIDE,39954,2103,3348
2020/08/01 04:00:00+00,Weekday,21,Bus,2934128,139720,3349
2020/09/01 04:00:00+00,Weekday,21,All Bus,3619307,172348,3350
2020/11/01 04:00:00+00,Weekday,20,Commuter Rail,342923,17146,3351
2021/01/01 05:00:00+00,Weekday,19,Ferry,6264,330,3352
2021/03/01 05:00:00+00,Weekday,23,The RIDE,54953,2389,3353
2020/12/01 05:00:00+00,Weekday,22,Commuter Rail,293773,13353,3354
2021/01/01 05:00:00+00,Weekday,19,The RIDE,39419,2075,3355
2021/02/01 05:00:00+00,Saturday,4,Blue Line,66535,16634,3356
2020/09/01 04:00:00+00,Weekday,21,Commuter Rail,318769,15179,3357
2021/03/01 05:00:00+00,Saturday,4,Blue Line,76939,19235,3358
2020/11/01 04:00:00+00,Weekday,20,Ferry,10280,514,3359
2020/08/01 04:00:00+00,Weekday,21,Trackless Trolley,3268,156,3360
2020/12/01 05:00:00+00,Weekday,22,Ferry,7876,358,3361
2021/01/01 05:00:00+00,Saturday,5,Blue Line,72317,14463,3362
2021/02/01 05:00:00+00,Saturday,4,Orange Line,134034,33508,3363
2020/09/01 04:00:00+00,Weekday,21,Ferry,16527,787,3364
2021/03/01 05:00:00+00,Saturday,4,Orange Line,148001,37000,3365
2020/11/01 04:00:00+00,Weekday,20,The RIDE,43975,2199,3366
2020/08/01 04:00:00+00,Weekday,21,Private Bus,30387,1447,3367
2020/12/01 05:00:00+00,Weekday,22,The RIDE,44471,2021,3368
2021/01/01 05:00:00+00,Saturday,5,Orange Line,146515,29303,3369
2021/02/01 05:00:00+00,Saturday,4,Red Line,154538,38634,3370
2020/09/01 04:00:00+00,Weekday,21,The RIDE,45219,2153,3371
2021/03/01 05:00:00+00,Saturday,4,Red Line,180830,45208,3372
2020/11/01 04:00:00+00,Saturday,4,Blue Line,74050,18512,3373
2020/08/01 04:00:00+00,Weekday,21,All Bus,3247960,154665,3374
2020/12/01 05:00:00+00,Saturday,4,Blue Line,55516,13879,3375
2021/01/01 05:00:00+00,Saturday,5,Red Line,161996,32399,3376
2021/02/01 05:00:00+00,Saturday,4,Heavy Rail,355106,88776,3377
2020/09/01 04:00:00+00,Saturday,4,Blue Line,83656,20914,3378
2021/03/01 05:00:00+00,Saturday,4,Heavy Rail,405769,101442,3379
2020/11/01 04:00:00+00,Saturday,4,Orange Line,154702,38676,3380
2020/08/01 04:00:00+00,Weekday,21,Commuter Rail,275983,13142,3381
2020/12/01 05:00:00+00,Saturday,4,Orange Line,100142,25036,3382
2021/01/01 05:00:00+00,Saturday,5,Heavy Rail,380828,76166,3383
2021/02/01 05:00:00+00,Saturday,4,Green Line,141725,35431,3384
2020/09/01 04:00:00+00,Saturday,4,Orange Line,171304,42826,3385
2021/03/01 05:00:00+00,Saturday,4,Green Line,150865,37716,3386
2020/11/01 04:00:00+00,Saturday,4,Red Line,168237,42059,3387
2020/08/01 04:00:00+00,Weekday,21,Ferry,18312,872,3388
2020/12/01 05:00:00+00,Saturday,4,Red Line,125635,31409,3389
2021/01/01 05:00:00+00,Saturday,5,Green Line,136006,27201,3390
2021/02/01 05:00:00+00,Saturday,4,Light Rail,141725,35431,3391
2020/09/01 04:00:00+00,Saturday,4,Red Line,187511,46878,3392
2021/03/01 05:00:00+00,Saturday,4,Light Rail,150865,37716,3393
2020/11/01 04:00:00+00,Saturday,4,Heavy Rail,396989,99247,3394
2020/08/01 04:00:00+00,Weekday,21,The RIDE,40673,1937,3395
2020/12/01 05:00:00+00,Saturday,4,Heavy Rail,281293,70323,3396
2021/01/01 05:00:00+00,Saturday,5,Light Rail,136006,27201,3397
2021/02/01 05:00:00+00,Saturday,4,Silver Line,49120,12280,3398
2020/09/01 04:00:00+00,Saturday,4,Heavy Rail,442470,110618,3399
2021/03/01 05:00:00+00,Saturday,4,Silver Line,42841,10710,3400
2020/11/01 04:00:00+00,Saturday,4,Green Line,144491,36123,3401
2020/08/01 04:00:00+00,Saturday,5,Blue Line,46295,9259,3402
2020/12/01 05:00:00+00,Saturday,4,Green Line,101564,25391,3403
2021/01/01 05:00:00+00,Saturday,5,Silver Line,54544,10909,3404
2021/02/01 05:00:00+00,Saturday,4,Bus,461284,115321,3405
2020/09/01 04:00:00+00,Saturday,4,Green Line,160175,40044,3406
2021/03/01 05:00:00+00,Saturday,4,Bus,414087,103522,3407
2020/11/01 04:00:00+00,Saturday,4,Light Rail,144491,36123,3408
2020/08/01 04:00:00+00,Saturday,5,Orange Line,157102,31420,3409
2020/12/01 05:00:00+00,Saturday,4,Light Rail,101564,25391,3410
2021/01/01 05:00:00+00,Saturday,5,Bus,511959,102392,3411
2021/02/01 05:00:00+00,Saturday,4,Trackless Trolley,10055,2514,3412
2020/09/01 04:00:00+00,Saturday,4,Light Rail,160175,40044,3413
2021/03/01 05:00:00+00,Saturday,4,Trackless Trolley,7694,1924,3414
2020/11/01 04:00:00+00,Saturday,4,Silver Line,41490,10372,3415
2020/08/01 04:00:00+00,Saturday,5,Red Line,181529,36306,3416
2020/12/01 05:00:00+00,Saturday,4,Silver Line,38723,9681,3417
2021/01/01 05:00:00+00,Saturday,5,Trackless Trolley,11062,2212,3418
2021/02/01 05:00:00+00,Saturday,4,Private Bus,2967,742,3419
2020/09/01 04:00:00+00,Saturday,4,Silver Line,44047,11012,3420
2021/03/01 05:00:00+00,Saturday,4,Private Bus,3248,812,3421
2020/11/01 04:00:00+00,Saturday,4,Bus,411201,102800,3422
2020/08/01 04:00:00+00,Saturday,5,Heavy Rail,384926,76985,3423
2020/12/01 05:00:00+00,Saturday,4,Bus,335542,83886,3424
2021/01/01 05:00:00+00,Saturday,5,Private Bus,3551,710,3425
2021/02/01 05:00:00+00,Saturday,4,All Bus,523426,130856,3426
2020/09/01 04:00:00+00,Saturday,4,Bus,433630,108408,3427
